,channel,videoId,videoKind,publishedDateTime,videoTitle,playlistId,categoryId,duration,viewCount,likeCount,dislikeCount,score,participantId,numOfVotes,mean,std
4908,UCLXo7UDZvByw2ixzpQCufnA | Vox,SkQKVMYyPoM,youtube#video,2017-07-21T12:00:34.000Z,Why white supremacists love Tucker Carlson,UULXo7UDZvByw2ixzpQCufnA,25.0,PT8M37S,2115208.0,49815.0,61330.0,"1, 2, 3","['AIUKV0KVALMY6', 'A73CNVUAKO1AY', 'AAE3OOR39N8A2']",3,2.0,0.8164965809277259
4910,UCfdNM3NAhaBOXCafH7krzrA | The Infographics Show,Sl5Begf7Y3Y,youtube#video,2019-09-02T03:15:00.000Z,I Couldn't Lie To My Girlfriend For A Week And This Is What Happened || FUNNY CHALLENGE,UUfdNM3NAhaBOXCafH7krzrA,27.0,PT10M43S,937695.0,24481.0,720.0,"0, 1, 2","['A1GQRJVWSIT2RC', 'A3YP2RNFZ1PQP', 'A1DCKRRPA4AWVD']",3,1.0,0.8164965809277259
4911,UC6nSFpj9HTCZ5t-N3Rm3-HA | Vsauce,SlkIKCMt-Fs,youtube#video,2017-08-07T20:00:27.000Z,Social Stratification: Crash Course Sociology #21,UUX6b17PVsYBQ0ip5gyeme-Q,27.0,PT10M42S,344854.0,5204.0,332.0,"0, 1","['A1TARNH07A75CG', 'A140DPSW275GFR']",2,0.5,0.5
4912,UCHnyfMqiRRG1u-2MsSQLbXA | Veritasium,SmSJXC6_qQ8,youtube#video,2017-05-10T14:00:04.000Z,Is America Actually Metric?,UUHnyfMqiRRG1u-2MsSQLbXA,27.0,PT8M52S,2271028.0,53986.0,1203.0,"0, 0","['A3ODGLELT1TPX', 'A3PQ5Q456J981M']",2,0.0,0.0
4913,UCfdNM3NAhaBOXCafH7krzrA | The Infographics Show,SmTNOqFoAgg,youtube#video,2019-01-19T18:30:00.000Z,YOU vs XENOMORPH  - How Can You Defeat and Survive It (Alien Movie),UUfdNM3NAhaBOXCafH7krzrA,27.0,PT8M44S,3152468.0,35196.0,2057.0,"0, 1","['AA4KKLIU4C3NY', 'A3QU964EOJXS56']",2,0.5,0.5
4914,UCftwRNsjfRo08xYE31tkiyw | WIRED,Sn1AMrfADYA,youtube#video,2017-01-24T11:00:41.000Z,Nina Dobrev Takes Selfies With Phones From 2003 to 2014 | WIRED,UUftwRNsjfRo08xYE31tkiyw,28.0,PT3M31S,5168747.0,146934.0,4965.0,"0, 1","['A24RQYIDMV7OPK', 'A3YP2RNFZ1PQP']",2,0.5,0.5
4915,UCZWlSUNDvCCS1hBiXV0zKcA | PragerU,Sn_iSQdO7EQ,youtube#video,2019-08-31T00:26:19.000Z,What's Behind the Violence in Chicago?,UUZWlSUNDvCCS1hBiXV0zKcA,27.0,PT1M19S,364534.0,12658.0,474.0,"0, 1","['A2CS92S5XOYS3B', 'A3YP2RNFZ1PQP']",2,0.5,0.5
4916,UCpJmBQ8iNHXeQ7jQWDyGe3A | Life Noggin,Snj9UufuUFU,youtube#video,2017-04-20T13:00:02.000Z,Should We Let Robots Take Our Jobs?,UUpJmBQ8iNHXeQ7jQWDyGe3A,27.0,PT3M32S,592910.0,14352.0,589.0,"0, 0, 0","['A3P04JZJNOYILR', 'A1O6NAOVMJ1XVC', 'A2G92T4A1U377C']",3,0.0,0.0
4917,UCfdNM3NAhaBOXCafH7krzrA | The Infographics Show,SoQYlR0tBjc,youtube#video,2019-02-15T21:15:00.000Z,I Ate The Hottest Pepper In The World And This Is What Happened - Challenge,UUfdNM3NAhaBOXCafH7krzrA,27.0,PT8M19S,1620562.0,29534.0,913.0,"0, 1, 1","['A2G92T4A1U377C', 'A140DPSW275GFR', 'A1YFETJK9CSLGP']",3,0.6666666666666666,0.4714045207910317
4918,UCZYTClx2T1of7BRZ86-8fow | SciShow,Sorp0TUChIY,youtube#video,2016-02-02T22:03:01.000Z,What Are Muscle Knots?,UUZYTClx2T1of7BRZ86-8fow,27.0,PT2M25S,880867.0,15740.0,378.0,"0, 2","['A2KWEVSI7P1RGQ', 'A1SNX9NBRRIVON']",2,1.0,1.0
4919,UCZWlSUNDvCCS1hBiXV0zKcA | PragerU,SoyVGukLgAw,youtube#video,2019-05-29T18:31:14.000Z,Free Plastic Straws in Santa Barbara,UUZWlSUNDvCCS1hBiXV0zKcA,27.0,PT3M34S,124733.0,7225.0,671.0,2,['A16QZSBYXE5VY8'],1,2.0,0.0
4920,UCZWlSUNDvCCS1hBiXV0zKcA | PragerU,SpIbLxAYOhg,youtube#video,2015-12-14T08:35:19.000Z,How Do You Judge America? Left vs. Right #3,UUZWlSUNDvCCS1hBiXV0zKcA,27.0,PT5M43S,1260743.0,18430.0,7283.0,2,['AC54HUSIFWSP'],1,2.0,0.0
4921,UC7_gcs09iThXybpVgjHZ_7g | PBS Space Time,SqF_Iy0lz_M,youtube#video,2016-06-29T20:55:16.000Z,Nuclear Physics Challenge | Space Time | PBS Digital Studios,UU7_gcs09iThXybpVgjHZ_7g,27.0,PT4M21S,147365.0,3140.0,54.0,"0, 0, 1","['A1F1TBDHPYAAXT', 'A3BHWR32XVJSXJ', 'A24U4V1X87FO7B']",3,0.3333333333333333,0.4714045207910317
4922,UCfdNM3NAhaBOXCafH7krzrA | The Infographics Show,Sr4xhPq-QCE,youtube#video,2019-05-06T20:15:00.000Z,What Makes YOU Attractive To Women According To Science,UUfdNM3NAhaBOXCafH7krzrA,27.0,PT9M46S,747582.0,18846.0,755.0,"0, 0","['A3P04JZJNOYILR', 'A36SUOEMOIXFSO']",2,0.0,0.0
4923,UCVLZmDKeT-mV4H3ToYXIFYg | Tech Insider,SrLLWMugyB0,youtube#video,2017-06-02T16:19:07.000Z,Skydivers Have An Amazing New Use For Drones,UUVLZmDKeT-mV4H3ToYXIFYg,28.0,PT1M43S,129670.0,2022.0,47.0,1,['A3QU964EOJXS56'],1,1.0,0.0
4924,UC6nSFpj9HTCZ5t-N3Rm3-HA | Vsauce,SrU9YDoXE88,youtube#video,2016-04-09T15:28:15.000Z,How To Count Past Infinity,UU6nSFpj9HTCZ5t-N3Rm3-HA,28.0,PT23M46S,13407222.0,328820.0,8555.0,"0, 0","['A3INW9GHEU7FLU', 'AYMJAMX7Z7YHG']",2,0.0,0.0
4925,UCLXo7UDZvByw2ixzpQCufnA | Vox,SrXHVZHhtG8,youtube#video,2015-12-04T16:08:19.000Z,Why outlet stores aren’t as good a deal as they seem,UULXo7UDZvByw2ixzpQCufnA,25.0,PT2M45S,729341.0,8785.0,232.0,"1, 1, 2","['A2WYUG5PTNXZNT', 'A3U2UNSYDPS933', 'A1F4TB5AD4LKLO']",3,1.333333333333333,0.4714045207910317
4927,UCVLZmDKeT-mV4H3ToYXIFYg | Tech Insider,Srj14LU_6Ys,youtube#video,2017-05-22T21:00:01.000Z,A psychologist debunks the claim that fidget spinners help kids focus,UUVLZmDKeT-mV4H3ToYXIFYg,28.0,PT3M14S,939280.0,14530.0,1564.0,"0, 0","['A2LGEIY8RXI1EW', 'A1WBSYXJA7CD2Z']",2,0.0,0.0
4928,UCLXo7UDZvByw2ixzpQCufnA | Vox,StW7oGSR_Mg,youtube#video,2018-07-18T10:00:04.000Z,How 156 years of British rule shaped Hong Kong,UULXo7UDZvByw2ixzpQCufnA,25.0,PT9M36S,3274288.0,76028.0,2582.0,"0, 1","['ALHT37PYQA05D', 'A3J4QZVB7RJQ0U']",2,0.5,0.5
4930,UCZYTClx2T1of7BRZ86-8fow | SciShow,StrsvKSAbT8,youtube#video,2015-02-07T20:03:40.000Z,The Worst Nobel Prize Ever Awarded,UUZYTClx2T1of7BRZ86-8fow,27.0,PT9M26S,3616487.0,64531.0,2663.0,"0, 0","['A2G92T4A1U377C', 'A3MIMTJL7OVXJB']",2,0.0,0.0
4931,UCVLZmDKeT-mV4H3ToYXIFYg | Tech Insider,StslKQoQ1FM,youtube#video,2015-12-02T15:00:02.000Z,Watermelon knife,UUVLZmDKeT-mV4H3ToYXIFYg,28.0,PT1M31S,161770.0,538.0,108.0,"0, 2, 2","['A3BHWR32XVJSXJ', 'A2W5MSZP0O4Y2P', nan]",2,1.333333333333333,0.9428090415820634
4932,UCfdNM3NAhaBOXCafH7krzrA | The Infographics Show,SuYmGnHn5ko,youtube#video,2018-07-27T17:15:00.000Z,What if You Stop Eating?,UUfdNM3NAhaBOXCafH7krzrA,27.0,PT6M43S,1800867.0,30685.0,1576.0,"0, 1, 1","['A1SLJKNSNHOJRN', 'A3NNWJI1G86RJ2', 'A3T3CRF61D218E']",3,0.6666666666666666,0.4714045207910317
4933,UCCODtTcd5M1JavPCOr_Uydg | Extra Credits,SuidVI9ENN8,youtube#video,2019-06-29T17:30:05.000Z,History of England - A New Future - Extra History - #6,UUCODtTcd5M1JavPCOr_Uydg,27.0,PT9M41S,404503.0,15672.0,565.0,"0, 0","['A140DPSW275GFR', 'A3J4QZVB7RJQ0U']",2,0.0,0.0
4934,UCZYTClx2T1of7BRZ86-8fow | SciShow,SwYpWjKjrcI,youtube#video,2015-09-30T21:04:10.000Z,Four Creatures That Glow,UUZYTClx2T1of7BRZ86-8fow,27.0,PT4M24S,266013.0,7155.0,40.0,"0, 0","['A140DPSW275GFR', 'AXHC7OMH8XE9U']",2,0.0,0.0
4935,UCsooa4yRKGN_zEE8iknghZA | TED-Ed,SwaCg7Gwtzw,youtube#video,2019-10-15T15:00:26.000Z,What causes an economic recession? - Richard Coffin,UUsooa4yRKGN_zEE8iknghZA,27.0,PT5M5S,248384.0,8903.0,169.0,"0, 0","['A1OSESE6RG3NFB', 'AC54HUSIFWSP']",2,0.0,0.0
4936,UC64UiPJwM_e9AqAd7RiD7JA | Today I Found Out,SxX58LyX0xg,youtube#video,2017-03-08T15:00:02.000Z,Why Do Cans of Diet Coke Float and Coke Don't?,UU64UiPJwM_e9AqAd7RiD7JA,27.0,PT5M26S,263652.0,6279.0,280.0,"0, 1, 2","['A5XQ30GQTHHK6', 'A354IL6K61ZWHP', 'A39S4DA571UJ1Y']",3,1.0,0.8164965809277259
4937,UCLXo7UDZvByw2ixzpQCufnA | Vox,SxpQKzUNQdA,youtube#video,2018-07-11T11:09:40.000Z,Vox Borders: Hong Kong starts next week,UULXo7UDZvByw2ixzpQCufnA,25.0,PT1M36S,215339.0,11538.0,148.0,"2, 3, 3","['A2YTJQ7RCNDXBF', 'A2GTJ0BD4CG1A2', 'APX97K33SVQF1']",3,2.666666666666667,0.4714045207910317
4939,UCfdNM3NAhaBOXCafH7krzrA | The Infographics Show,Sy0w3dZKOGo,youtube#video,2019-08-17T15:15:01.000Z,YOU vs THE GUY SHE TOLD YOU NOT TO WORRY ABOUT (Meme),UUfdNM3NAhaBOXCafH7krzrA,23.0,PT10M2S,216033.0,9246.0,400.0,"0, 1, 2","['A2G92T4A1U377C', 'A3YP2RNFZ1PQP', 'AJW15EZADTNAF']",3,1.0,0.8164965809277259
4940,UCftwRNsjfRo08xYE31tkiyw | WIRED,SyO3m53dxIk,youtube#video,2017-10-26T19:00:36.000Z,Matt Damon & Julianne Moore Answer the Web's Most Searched Questions | WIRED,UUftwRNsjfRo08xYE31tkiyw,24.0,PT5M20S,2832442.0,33793.0,671.0,0,['A36SUOEMOIXFSO'],1,0.0,0.0
4941,UCZYTClx2T1of7BRZ86-8fow | SciShow,T-UsSmD7miI,youtube#video,2019-04-11T21:00:02.000Z,"Fascia: The Body's Remarkable, Functional Glue",UUZYTClx2T1of7BRZ86-8fow,27.0,PT6M30S,227736.0,9305.0,64.0,"0, 2","['ALHT37PYQA05D', nan]",1,1.0,1.0
4942,UCVLZmDKeT-mV4H3ToYXIFYg | Tech Insider,T0Ak2TodDZg,youtube#video,2017-12-20T23:00:01.000Z,Why Planes Need To Be De-Iced,UUVLZmDKeT-mV4H3ToYXIFYg,28.0,PT2M5S,137894.0,2111.0,52.0,"2, 2","['A2FLOH4DM8A4ZS', 'A2WYCY1FMQOD5F']",2,2.0,0.0
4943,UCftwRNsjfRo08xYE31tkiyw | WIRED,T12YlMIkXwg,youtube#video,2016-05-16T10:00:33.000Z,Seth Rogen & Rose Byrne Answer The Web’s Most Searched Questions | WIRED,UUftwRNsjfRo08xYE31tkiyw,24.0,PT5M25S,5943240.0,59684.0,1011.0,"0, 1","['AYMJAMX7Z7YHG', 'A3T3CRF61D218E']",2,0.5,0.5
4944,UC9Ep0Y4T5rvUuIfjKN1wqTw | Ridddle,T1GL2eDNh0s,youtube#video,2019-09-11T17:24:18.000Z,If We Drain All The Oceans On Earth,UU9Ep0Y4T5rvUuIfjKN1wqTw,27.0,PT10M35S,439711.0,9490.0,428.0,2,['A16QZSBYXE5VY8'],1,2.0,0.0
4945,UCH4BNI0-FOK2dMXoFtViWHw | It's Okay To Be Smart,T1gzpEktyKo,youtube#video,2018-08-07T13:50:01.000Z,Why Do Disney Princesses All Look Like Babies?,UUH4BNI0-FOK2dMXoFtViWHw,27.0,PT8M14S,858068.0,38279.0,834.0,"0, 0, 2","['A3P04JZJNOYILR', 'A1O6NAOVMJ1XVC', 'A16QZSBYXE5VY8']",3,0.6666666666666666,0.9428090415820634
4946,UCsooa4yRKGN_zEE8iknghZA | TED-Ed,T24hdchCVIg,youtube#video,2017-06-15T15:00:06.000Z,What can you learn from ancient skeletons? - Farnaz Khatibi,UUsooa4yRKGN_zEE8iknghZA,27.0,PT4M8S,317584.0,6438.0,87.0,"0, 0","['A2KWEVSI7P1RGQ', 'A1YFETJK9CSLGP']",2,0.0,0.0
4947,UCLXo7UDZvByw2ixzpQCufnA | Vox,T2LAd43JoP4,youtube#video,2018-02-16T12:58:49.000Z,Why Black Panther’s box office success matters,UULXo7UDZvByw2ixzpQCufnA,25.0,PT2M58S,842112.0,18331.0,10036.0,"0, 0, 0","['A5XQ30GQTHHK6', 'A354IL6K61ZWHP', 'A39S4DA571UJ1Y']",3,0.0,0.0
4949,UC7_gcs09iThXybpVgjHZ_7g | PBS Space Time,T2m-ZXrclW0,youtube#video,2015-11-26T07:39:32.000Z,100 Years of Relativity + Challenge Winners! | Space Time | PBS Digital Studios,UU7_gcs09iThXybpVgjHZ_7g,27.0,PT8M5S,274944.0,4409.0,71.0,"0, 2","['A3P04JZJNOYILR', 'A1SNX9NBRRIVON']",2,1.0,1.0
4950,UCZYTClx2T1of7BRZ86-8fow | SciShow,T2rhsi-uSFI,youtube#video,2018-05-28T21:00:00.000Z,Volcanic Lightning: Because Exploding Mountains Aren't Bad Enough,UUZYTClx2T1of7BRZ86-8fow,27.0,PT4M17S,133845.0,5169.0,52.0,"0, 0, 0, 1, 1, 2, 2","['A3AYDZLIK17L9K', 'A2GXKPQB64DZC1', 'A140DPSW275GFR', 'AK3DF1BXS8DSM', nan, 'A2V27A9GZA1NR2', 'AJY5G987IRT25']",6,0.8571428571428571,0.8329931278350428
4951,UCVLZmDKeT-mV4H3ToYXIFYg | Tech Insider,T3BT-cnHjik,youtube#video,2018-05-06T14:00:02.000Z,What Happens When You're Struck By Lightning? | The Human Body,UUVLZmDKeT-mV4H3ToYXIFYg,28.0,PT3M26S,1777321.0,18167.0,748.0,"0, 1, 1","['A1EIKIHK12UDP0', 'AXHC7OMH8XE9U', 'A3QU964EOJXS56']",3,0.6666666666666666,0.4714045207910317
4952,UC3sznuotAs2ohg_U__Jzj_Q | The Film Theorists,T3b8_dQMeWw,youtube#video,2016-06-10T18:18:53.000Z,Film Theory: Is Dory FAKING? (Finding Dory),UU3sznuotAs2ohg_U__Jzj_Q,1.0,PT12M25S,10928732.0,202404.0,7675.0,"0, 1","['A86CAG3LG83GG', 'A12GME5CM4AJA4']",2,0.5,0.5
4953,UCftwRNsjfRo08xYE31tkiyw | WIRED,T3bKoti8ygI,youtube#video,2018-08-06T16:00:49.000Z,Liza Koshy Answers the Web's Most Searched Questions | WIRED,UUftwRNsjfRo08xYE31tkiyw,22.0,PT7M13S,17728949.0,540698.0,13951.0,"0, 2","['A86CAG3LG83GG', 'A39980PKUJE4NS']",2,1.0,1.0
4954,UCRyIP2oznv4UPAl1jmKS5kA | Top 10s,T5c8qzZua84,youtube#video,2016-11-01T19:38:30.000Z,10 Photos To Test Your Intelligence,UURyIP2oznv4UPAl1jmKS5kA,27.0,PT8M16S,8605263.0,63591.0,9672.0,"0, 1","['ALHT37PYQA05D', nan]",1,0.5,0.5
4955,UC64UiPJwM_e9AqAd7RiD7JA | Today I Found Out,T64jOICmPyk,youtube#video,2016-06-29T16:00:02.000Z,What Causes the Clicking Sound Your Turn Signal Makes?,UU64UiPJwM_e9AqAd7RiD7JA,27.0,PT5M6S,523941.0,6053.0,878.0,"0, 1, 2","['A3QU964EOJXS56', 'AXHC7OMH8XE9U', 'A1EIKIHK12UDP0']",3,1.0,0.8164965809277259
4956,UCLXo7UDZvByw2ixzpQCufnA | Vox,T6BzZcKyJiI,youtube#video,2019-12-02T13:00:04.000Z,This goofy bird vs. the fossil fuel industry,UULXo7UDZvByw2ixzpQCufnA,15.0,PT6M31S,327452.0,14736.0,426.0,"0, 1","['A2726YRGIF5ZXL', 'A1VPSWYSCJYPEB']",2,0.5,0.5
4958,UC6nSFpj9HTCZ5t-N3Rm3-HA | Vsauce,T6f1-nEjDdM,youtube#video,2017-04-01T00:20:33.000Z,Humans and Nature and Creation: Crash Course World Mythology #6,UUX6b17PVsYBQ0ip5gyeme-Q,27.0,PT11M3S,643535.0,12679.0,376.0,"1, 1","['A1SNX9NBRRIVON', 'A39980PKUJE4NS']",2,1.0,0.0
4959,UCkJEpR7JmS36tajD34Gp4VA | Psych2Go,T79scG7axiM,youtube#video,2018-07-28T14:38:30.000Z,5 Types of Dysfunctional Family Dynamics,UUkJEpR7JmS36tajD34Gp4VA,27.0,PT4M15S,347449.0,12811.0,106.0,"0, 0","['ACI8PUCF5OPDC', 'A2HX13XTRKDD9C']",2,0.0,0.0
4960,UC3sznuotAs2ohg_U__Jzj_Q | The Film Theorists,T7zx3kae5Dc,youtube#video,2015-06-02T13:59:11.000Z,Welcome to The Film Theorists!,UU3sznuotAs2ohg_U__Jzj_Q,1.0,PT2M,2003053.0,22128.0,269.0,0,['A1WBSYXJA7CD2Z'],1,0.0,0.0
4961,UC6nSFpj9HTCZ5t-N3Rm3-HA | Vsauce,T8-85cZRI9o,youtube#video,2015-09-13T01:26:44.000Z,Inflation and Bubbles and Tulips: Crash Course Economics #7,UUX6b17PVsYBQ0ip5gyeme-Q,27.0,PT10M25S,956464.0,11477.0,339.0,0,['A2G92T4A1U377C'],1,0.0,0.0
4962,UCftwRNsjfRo08xYE31tkiyw | WIRED,T9JQj7WfGbA,youtube#video,2015-11-26T14:00:31.000Z,How Moth Eyes Inspired the Camera Lens | Think Like a Tree,UUftwRNsjfRo08xYE31tkiyw,28.0,PT1M42S,318612.0,252.0,97.0,0,['A2ZM10511OH8WY'],1,0.0,0.0
4963,UCLXo7UDZvByw2ixzpQCufnA | Vox,TAUn9ySuD5E,youtube#video,2016-03-22T16:52:12.000Z,Why over-the-counter birth control is so necessary,UULXo7UDZvByw2ixzpQCufnA,25.0,PT2M31S,218974.0,4844.0,344.0,"1, 2","['A39980PKUJE4NS', 'A16QZSBYXE5VY8']",2,1.5,0.5
4965,UC6nSFpj9HTCZ5t-N3Rm3-HA | Vsauce,TAdkzxB4WFo,youtube#video,2018-03-20T21:04:32.000Z,Media & the Mind: Crash Course Media Literacy #4,UUX6b17PVsYBQ0ip5gyeme-Q,27.0,PT9M14S,110587.0,3393.0,38.0,"0, 1","['A2KWEVSI7P1RGQ', 'A1D32H228RF6EX']",2,0.5,0.5
4966,UCZYTClx2T1of7BRZ86-8fow | SciShow,TApuiAmzRW0,youtube#video,2017-11-01T21:00:01.000Z,5 Things You Should Know About Dinosaurs,UUZYTClx2T1of7BRZ86-8fow,27.0,PT18M29S,865056.0,11685.0,560.0,"0, 0","['AYMJAMX7Z7YHG', 'A2726YRGIF5ZXL']",2,0.0,0.0
4967,UCsooa4yRKGN_zEE8iknghZA | TED-Ed,TB5weRIYhjQ,youtube#video,2019-06-24T15:01:18.000Z,The Romans flooded the Colosseum for sea battles - Janelle Peters,UUsooa4yRKGN_zEE8iknghZA,27.0,PT4M20S,471692.0,16260.0,490.0,0,['A13FVM2C914A3H'],1,0.0,0.0
4968,UCP5tjEmvPItGyLhmjdwP7Ww | RealLifeLore,TB7y45m4sPI,youtube#video,2017-01-21T18:46:49.000Z,Will We Ever Be Hit By an Asteroid?,UUP5tjEmvPItGyLhmjdwP7Ww,27.0,PT8M57S,3786980.0,53514.0,2850.0,"0, 0","['AGLRR7BJRX0J5', 'A3INW9GHEU7FLU']",2,0.0,0.0
4969,UC64UiPJwM_e9AqAd7RiD7JA | Today I Found Out,TB7ySTE2QtY,youtube#video,2016-05-20T16:48:15.000Z,Why are Harley Davidson Motorcycles So Loud?,UU64UiPJwM_e9AqAd7RiD7JA,27.0,PT6M13S,879881.0,7252.0,5553.0,2,['A2OP2ZANIM5ZV'],1,2.0,0.0
4970,UCpJmBQ8iNHXeQ7jQWDyGe3A | Life Noggin,TBCD8PVL0Io,youtube#video,2018-03-05T14:00:03.000Z,How Much Damage Can An Earthquake Do?,UUpJmBQ8iNHXeQ7jQWDyGe3A,27.0,PT3M34S,391826.0,11197.0,168.0,"0, 0, 2","['A1TW2BZRRS874Z', 'A2J6S7QR4CGXTW', 'AADRZTXSE7211']",3,0.6666666666666666,0.9428090415820634
4971,UCLXo7UDZvByw2ixzpQCufnA | Vox,TBDWomgRgWU,youtube#video,2018-12-03T18:06:26.000Z,How smooth jazz took over the ‘90s,UULXo7UDZvByw2ixzpQCufnA,10.0,PT13M5S,895961.0,29760.0,507.0,"0, 1, 2","['A3MWQH3YE8WEKP', 'A320QA9HJFUOZO', 'AWNGYC25Q0DTF']",3,1.0,0.8164965809277259
4973,UCLXo7UDZvByw2ixzpQCufnA | Vox,TCDSqgs8qNo,youtube#video,2017-07-14T16:33:22.000Z,The best Fox News explanations for Trump Jr.’s Russia meeting,UULXo7UDZvByw2ixzpQCufnA,25.0,PT4M25S,1040593.0,28736.0,3183.0,"0, 0","['A36SUOEMOIXFSO', 'A3MIMTJL7OVXJB']",2,0.0,0.0
4975,UCLXo7UDZvByw2ixzpQCufnA | Vox,TCI8lPvr6SM,youtube#video,2017-06-26T12:06:45.000Z,The origin of the '80s aesthetic,UULXo7UDZvByw2ixzpQCufnA,25.0,PT6M18S,1873844.0,51713.0,1058.0,1,['A39980PKUJE4NS'],1,1.0,0.0
4977,UCRyIP2oznv4UPAl1jmKS5kA | Top 10s,TCr7Qbo2Fag,youtube#video,2017-04-18T18:29:53.000Z,10 UNEXPLAINED MYSTERIES IN THE SKY CAUGHT ON CAMERA,UURyIP2oznv4UPAl1jmKS5kA,27.0,PT7M53S,2002909.0,21883.0,1786.0,"0, 2","['A3T3CRF61D218E', 'A2Z0M7DS01VZ24']",2,1.0,1.0
4978,UC6nSFpj9HTCZ5t-N3Rm3-HA | Vsauce,TCs_hyI15R8,youtube#video,2017-10-23T19:01:54.000Z,Politics: Crash Course Sociology #30,UUX6b17PVsYBQ0ip5gyeme-Q,27.0,PT10M13S,126438.0,2756.0,214.0,"0, 2","['A3GRDYAGMTAU02', 'A16QZSBYXE5VY8']",2,1.0,1.0
4979,UC6nSFpj9HTCZ5t-N3Rm3-HA | Vsauce,TEAtmCYYKZA,youtube#video,2017-09-06T22:19:23.000Z,3D Graphics: Crash Course Computer Science #27,UUX6b17PVsYBQ0ip5gyeme-Q,27.0,PT12M41S,221844.0,6720.0,71.0,"0, 0","['A3MIMTJL7OVXJB', 'A1O6NAOVMJ1XVC']",2,0.0,0.0
4980,UCZYTClx2T1of7BRZ86-8fow | SciShow,TElAJMm34IE,youtube#video,2017-06-10T21:00:02.000Z,What Causes Runner's High?,UUZYTClx2T1of7BRZ86-8fow,27.0,PT2M56S,449745.0,10793.0,186.0,"0, 2","['A3QU964EOJXS56', 'A3YP2RNFZ1PQP']",2,1.0,1.0
4981,UC7_gcs09iThXybpVgjHZ_7g | PBS Space Time,TF6GRPaeLbk,youtube#video,2018-06-27T19:20:02.000Z,How Asteroid Mining Will Save Earth,UU7_gcs09iThXybpVgjHZ_7g,27.0,PT11M58S,397833.0,11939.0,265.0,"0, 0","['A2CS92S5XOYS3B', 'A11T7A917PMNSX']",2,0.0,0.0
4982,UC6nSFpj9HTCZ5t-N3Rm3-HA | Vsauce,TFlVWf8JX4A,youtube#video,2016-09-29T22:03:07.000Z,Electric Charge: Crash Course Physics #25,UUX6b17PVsYBQ0ip5gyeme-Q,27.0,PT9M42S,1027993.0,12386.0,370.0,"0, 0","['A140DPSW275GFR', 'AA4KKLIU4C3NY']",2,0.0,0.0
4983,UCpJmBQ8iNHXeQ7jQWDyGe3A | Life Noggin,TG8vGybn9wI,youtube#video,2015-11-02T13:39:42.000Z,"The Science of Pimples, Wrinkles and Moles!",UUpJmBQ8iNHXeQ7jQWDyGe3A,1.0,PT2M46S,563056.0,8586.0,114.0,"0, 2","['A36SUOEMOIXFSO', 'A3YP2RNFZ1PQP']",2,1.0,1.0
4984,UCsooa4yRKGN_zEE8iknghZA | TED-Ed,TGLYcYCm2FM,youtube#video,2015-02-03T16:20:34.000Z,Why are some people left-handed? - Daniel M. Abrams,UUsooa4yRKGN_zEE8iknghZA,27.0,PT5M7S,5196542.0,74587.0,1664.0,"0, 0","['A39980PKUJE4NS', 'A16QZSBYXE5VY8']",2,0.0,0.0
4985,UCZWlSUNDvCCS1hBiXV0zKcA | PragerU,TGnfKM70iYc,youtube#video,2016-08-19T09:06:29.000Z,Why Are Americans Working Fewer Hours?,UUZWlSUNDvCCS1hBiXV0zKcA,27.0,PT1M24S,344063.0,4068.0,303.0,"0, 0","['A2KWEVSI7P1RGQ', 'A36SUOEMOIXFSO']",2,0.0,0.0
4986,UCftwRNsjfRo08xYE31tkiyw | WIRED,THHKUplqi8M,youtube#video,2015-09-25T13:01:02.000Z,Eli Roth Explains “The Green Inferno”—His New Cannibalistic Horror Film,UUftwRNsjfRo08xYE31tkiyw,24.0,PT2M25S,165474.0,680.0,62.0,"0, 0","['A3GRDYAGMTAU02', 'A86CAG3LG83GG']",2,0.0,0.0
4987,UCHnyfMqiRRG1u-2MsSQLbXA | Veritasium,TIe2oerd25c,youtube#video,2018-10-24T14:00:03.000Z,What Actually Causes Dandruff?,UUHnyfMqiRRG1u-2MsSQLbXA,27.0,PT9M2S,1323679.0,48189.0,2642.0,"0, 0","['A86CAG3LG83GG', 'ALHT37PYQA05D']",2,0.0,0.0
4988,UCLXo7UDZvByw2ixzpQCufnA | Vox,TImO_RquoW8,youtube#video,2018-05-04T13:11:22.000Z,The George H.W. Bush promise that changed the Republican Party,UULXo7UDZvByw2ixzpQCufnA,25.0,PT7M20S,1297765.0,28121.0,2033.0,"1, 1","['A140DPSW275GFR', 'AC54HUSIFWSP']",2,1.0,0.0
4990,UCLXo7UDZvByw2ixzpQCufnA | Vox,TJ5C7TsBsao,youtube#video,2017-09-09T12:17:14.000Z,Why a storm surge can be the deadliest part of a hurricane,UULXo7UDZvByw2ixzpQCufnA,25.0,PT4M1S,1371010.0,22739.0,780.0,"0, 0","['A2OP2ZANIM5ZV', 'A3J4QZVB7RJQ0U']",2,0.0,0.0
4992,UC64UiPJwM_e9AqAd7RiD7JA | Today I Found Out,TJfgwMmCIP8,youtube#video,2017-03-04T08:23:44.000Z,The Mock Execution of Fyodor Dostoyevsky,UU64UiPJwM_e9AqAd7RiD7JA,,,,,,"2, 2, 3","['AA4KKLIU4C3NY', 'A3TPW4JUUJDUFI', 'A1RFH0LZHG2C1R']",3,2.333333333333333,0.4714045207910317
